Campaign Operations	Skill	Performance Marketing	Campaign Operations capability used in performance marketing, analytics, automation, reporting or operations.	76	87	163	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 76.	
Campaign Optimization	Skill	Performance Marketing	Optimizing campaigns through tests, bid and budget changes, targeting, structure and performance analysis.	95	95	190	NEW TAG				New logical tag proposal for All. | Work/Found Positions signal: 1x, avg fit 82.	
Creative Testing	Skill	Performance Marketing	Creative Testing capability used in performance marketing, analytics, automation, reporting or operations.	76	89	165	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 90.	
Digital Campaigns	Skill	Performance Marketing	Digital Campaigns capability used in performance marketing, analytics, automation, reporting or operations.	76	87	163	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 76.	
Growth Marketing	Skill	Performance Marketing	Growth Marketing capability used in performance marketing, analytics, automation, reporting or operations.	81	99	180	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 6x, avg fit 88.	
Integrated Campaigns	Skill	Performance Marketing	Integrated Campaigns capability used in performance marketing, analytics, automation, reporting or operations.	76	87	163	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 82.	
International Growth	Skill	Performance Marketing	International Growth capability used in performance marketing, analytics, automation, reporting or operations.	76	89	165	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 88.	
Lifecycle	Skill	Performance Marketing	Lifecycle capability used in performance marketing, analytics, automation, reporting or operations.	78	93	171	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 3x, avg fit 91.	
Lifecycle Automation	Skill	Performance Marketing	Lifecycle Automation capability used in performance marketing, analytics, automation, reporting or operations.	76	90	166	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 94.	
Traffic Growth	Skill	Performance Marketing	Traffic Growth capability used in performance marketing, analytics, automation, reporting or operations.	76	88	164	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 86.	
Go-to-Market (GTM)	Skill	Product Marketing	Go-to-market planning, positioning, launch strategy and product or service activation.	60	75	135	NEW TAG				New logical tag proposal for All.	
Product Marketing	Skill	Product Marketing	Connecting product value, market needs, messaging, GTM strategy, campaigns and funnel performance.	60	75	135	NEW TAG				New logical tag proposal for All.	
Client Relations	Skill	Relations	Managing relationships with clients and business stakeholders.	80	75	155	NEW TAG				New logical tag proposal for All.	
Partner Relations	Skill	Relations	Managing relationships with partners, collaborators and external stakeholders.	75	70	145	NEW TAG				New logical tag proposal for All.	
Producer Relations	Skill	Relations	Communication and cooperation with producers, suppliers or business partners.	75	65	140	NEW TAG				New logical tag proposal for All.	
Dashboarding	Skill	Reporting	Building and maintaining dashboards with Looker Studio, Google Sheets, Tableau and similar tools.	95	95	190	NEW TAG				New logical tag proposal for All.	
Retention Reporting	Skill	Reporting / Retention	Reporting on retention metrics, LTV, repeat purchases and lifecycle performance.	55	70	125	NEW TAG				New logical tag proposal for All.	
On-site SEO	Skill	SEO	On-site optimization of websites and landing pages for relevance, structure and organic search performance.	85	75	160	NEW TAG				New logical tag proposal for All.	
Sales	Skill	Sales	Sales communication, sales support and customer acquisition work.	70	60	130	NEW TAG				New logical tag proposal for All.	
Live Sports Data	Skill	Sports Data	Monitoring, processing and entering live sports results and related data.	70	65	135	NEW TAG				New logical tag proposal for All.	
Sports Results	Skill	Sports Data	Entering, validating and processing sports results and statistics.	70	60	130	NEW TAG				New logical tag proposal for All.	
Web Maintenance	Skill	Web	Maintaining websites, CMS content, basic structure and technical hygiene.	75	70	145	NEW TAG				New logical tag proposal for All.	
Web Presence	Skill	Web / Digital Marketing	Developing and maintaining online presence through web, content, SEO/SEM and social channels.	80	75	155	NEW TAG				New logical tag proposal for All.	
Web Support	Skill	Web / IT Operations	Technical and content support for websites and online projects.	75	70	145	NEW TAG				New logical tag proposal for All.	
AI SaaS	Industry	Industry / Market	AI SaaS industry or market context relevant for positioning, case studies and role matching.	61	75	136	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 93.	
B2B	Industry	Industry / Market	B2B industry or market context relevant for positioning, case studies and role matching.	62	76	138	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 2x, avg fit 90.	
B2B SaaS	Industry	Industry / Market	B2B SaaS industry or market context relevant for positioning, case studies and role matching.	64	80	144	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 4x, avg fit 92.	
B2B XaaS	Industry	Industry / Market	B2B XaaS industry or market context relevant for positioning, case studies and role matching.	62	77	139	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 2x, avg fit 94.	
B2B/B2D	Industry	Industry / Market	B2B/B2D industry or market context relevant for positioning, case studies and role matching.	61	74	135	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 88.	
B2C	Industry	Industry / Market	B2C industry or market context relevant for positioning, case studies and role matching.	61	74	135	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 89.	
Crypto	Industry	Industry / Market	Crypto industry or market context relevant for positioning, case studies and role matching.	61	72	133	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 68.	
D2C	Industry	Industry / Market	D2C industry or market context relevant for positioning, case studies and role matching.	61	74	135	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 91.	
DTC	Industry	Industry / Market	DTC industry or market context relevant for positioning, case studies and role matching.	61	74	135	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 88.	
Enterprise Tech	Industry	Industry / Market	Enterprise Tech industry or market context relevant for positioning, case studies and role matching.	61	73	134	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 86.	
Finance Niche	Industry	Industry / Market	Finance Niche industry or market context relevant for positioning, case studies and role matching.	61	73	134	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 84.	
Fintech	Industry	Industry / Market	Fintech industry or market context relevant for positioning, case studies and role matching.	63	77	140	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 3x, avg fit 85.	
Gaming Marketplace	Industry	Industry / Market	Gaming Marketplace industry or market context relevant for positioning, case studies and role matching.	63	79	142	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 3x, avg fit 93.	
Health/Beauty	Industry	Industry / Market	Health/Beauty industry or market context relevant for positioning, case studies and role matching.	61	74	135	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 91.	
Political Campaigns	Industry	Industry / Market	Political Campaigns industry or market context relevant for positioning, case studies and role matching.	62	74	136	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 2x, avg fit 65.	
SaaS	Industry	Industry / Market	SaaS industry or market context relevant for positioning, case studies and role matching.	61	73	134	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 86.	
Subscriptions	Industry	Industry / Market	Subscriptions industry or market context relevant for positioning, case studies and role matching.	61	75	136	NEW WORK TAG				Novi tag iz Work/Found Positions. | Work/Found Positions signal: 1x, avg fit 93.	
Sports Magazine	Industry	Media	Experience in a sports media or magazine production environment.	60	45	105	NEW TAG				New logical tag proposal for All.	
Retail/FMCG	Industry	Retail / FMCG	Experience with retail and fast-moving consumer goods clients or market contexts.	80	65	145	NEW TAG				New logical tag proposal for All.	
EverAI AI + Performance Positioning Block	Case Study	AI / Performance Marketing	### Reusable positioning Senior performance marketer, not a junior profile, but interested in roles where performance marketing meets AI products, fast iteration, creative testing, dashboards and paid acquisition. Use this block when the role is AI/performance/growth oriented and the junior title can be reframed as hands-on contribution rather than lack of experience.	95	95	190	NEW APPLICATION CASE	95	95	Application 15 EverAI: use as reusable MD-style snippet for AI/performance applications.	Added 06/06/2026 from EverAI application brief.	
AI Early Adopter Workflow	Case Study	AI / Daily Workflow	### Reusable proof Early adopter of new technology. Uses ChatGPT Pro for 2+ years and works daily with ChatGPT, Claude AI, Claude Code and Google Gemini for research, documentation, PPC analysis, automation planning, code support and operational workflows.	95	95	190	NEW APPLICATION CASE	95	95	Use in AI cluster applications, especially where AI tool access, speed and hands-on experimentation are valued.	Added 06/06/2026 from EverAI application brief.	
Client GPT Bots for PPC Reporting Automation	Case Study	AI / Client Delivery	### Reusable proof For clients, develops custom GPT-based assistants and workflows using their premium ChatGPT setup, primarily for PPC, reporting, automation, campaign documentation, translation/localization and faster analysis of marketing data.	100	100	185	NEW APPLICATION CASE	90	95	Use for roles asking about practical AI implementation in marketing teams or agencies.	Added 06/06/2026 from EverAI application brief.	
Job Search Bot Application Automation	Case Study	AI / Recruiting Automation	### Reusable proof This job was found by a specialized job-search bot built for PPC/performance/AI roles. After identifying a fit, the workflow researches the employer, checks application availability, generates tailored CV, motivation letter and notes, and is being extended to generate a custom landing page for each concrete application.	100	100	180	NEW APPLICATION CASE	85	95	Strong hook for AI/growth employers; mention only when it helps the story and does not sound overly automated.	Added 06/06/2026 from EverAI application brief.	
ŠulerBot OPG AI Assistant	Case Study	AI / Agriculture / Grants	### Reusable proof ŠulerBot: https://chatgpt.com/g/g-9ylA6mAQc-sulerbot — assistant for the family agriculture business. Helps with OPG context, planning, administration and EU project/grant writing.	100	100	165	NEW APPLICATION CASE	85	80	Use as non-marketing proof of practical AI adoption outside client work.	Added 06/06/2026 from EverAI application brief.	
Dragovoljac-Bot Club Administration Assistant	Case Study	AI / Sports Administration	### Reusable proof Dragovoljac-Bot: https://chatgpt.com/g/g-E17Xjtzdc-dragovoljac-bot — AI assistant for a small bocce club where Dario acts as president/organizer; supports paperwork, communication, organization and documentation.	100	100	165	NEW APPLICATION CASE	85	80	Use as proof of operational ownership and AI-assisted administration.	Added 06/06/2026 from EverAI application brief.	
Darths GPT Darts Club and County Association Assistant	Case Study	AI / Sports Organization	### Reusable proof Darth's GPT: https://chatgpt.com/g/g-Vwy5gOVxB-darth-s-gpt — AI assistant for a darts bar/club ecosystem and the county darts association with 100+ members; supports club operations, federation documents, event organization, posts and internal workflows.	100	100	170	NEW APPLICATION CASE	90	80	Use where leadership, community operations, documentation and AI workflow breadth matter.	Added 06/06/2026 from EverAI application brief.	
Claude Code Scrapers Market Research Tools	Case Study	AI / Development / Research	### Reusable proof Uses Claude Code to build scrapers and market-research tools for upcoming projects, connecting AI-assisted coding with practical data collection, monitoring and performance/market intelligence workflows.	100	100	165	NEW APPLICATION CASE	75	90	Use carefully as practical development support, not as senior software-engineering claim.	Added 06/06/2026 from EverAI application brief.	
ChatGPT Codex VS Code Web Development	Case Study	AI / Web Development	### Reusable proof Uses ChatGPT Codex together with Visual Studio Code to develop and maintain websites, landing pages and small web projects, especially where content, HTML/CSS, automation and practical deployment need to move quickly.	100	100	165	NEW APPLICATION CASE	75	90	Useful for custom landing page / AI-assisted web proof in application packages.	Added 06/06/2026 from EverAI application brief.	
Adaxa News Codex Server Case Study	Case Study	AI / Web Operations	### Reusable proof Testing Codex workflows that operate directly on the server to create and maintain scripts for adaxa.agency/adaxa-news. This is a practical case study of AI-assisted web operations and automation; currently mostly in Croatian.	100	100	170	NEW APPLICATION CASE	80	90	Use as live case study for AI-assisted site maintenance; mention possible Croatian-only limitation.	Added 06/06/2026 from EverAI application brief.	
